#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 08 17 48 106  4.3 99.0 99.00 99.00 99.00 999 1013.0  15.5 999.0 999.0 99.0 99.00
2017 01 08 18 48 139  5.2 99.0 99.00 99.00 99.00 999 1012.0  16.2 999.0 999.0 99.0 99.00
2017 01 08 19 48 144  8.0 99.0 99.00 99.00 99.00 999 1011.0  16.3 999.0 999.0 99.0 99.00
2017 01 08 20 49 148  6.1 99.0 99.00 99.00 99.00 999 1010.0  15.9 999.0 999.0 99.0 99.00
2017 01 08 21 48  95  4.9 99.0 99.00 99.00 99.00 999 1010.0  16.1 999.0 999.0 99.0 99.00
2017 01 08 22 48 105  3.1 99.0 99.00 99.00 99.00 999 1010.0  15.6 999.0 999.0 99.0 99.00
2017 01 08 23 48 188  4.9 99.0 99.00 99.00 99.00 999 1010.0  15.3 999.0 999.0 99.0 99.00
2017 01 09 00 48 153  6.5 99.0 99.00 99.00 99.00 999 1011.0  15.0 999.0 999.0 99.0 99.00
2017 01 09 01 48 150  5.3 99.0 99.00 99.00 99.00 999 1011.0  15.2 999.0 999.0 99.0 99.00
2017 01 09 02 48 123  3.1 99.0 99.00 99.00 99.00 999 1011.0  14.8 999.0 999.0 99.0 99.00
2017 01 09 03 48 123  6.1 99.0 99.00 99.00 99.00 999 1012.0  14.9 999.0 999.0 99.0 99.00
2017 01 09 04 48 347  0.0 99.0 99.00 99.00 99.00 999 1012.0  14.9 999.0 999.0 99.0 99.00
2017 01 09 05 48 165  7.7 99.0 99.00 99.00 99.00 999 1013.0  15.0 999.0 999.0 99.0 99.00
2017 01 09 06 48  78  0.0 99.0 99.00 99.00 99.00 999 1013.0  14.8 999.0 999.0 99.0 99.00
2017 01 09 07 49  33  0.0 99.0 99.00 99.00 99.00 999 1014.0  12.9 999.0 999.0 99.0 99.00
2017 01 09 08 48 323  2.9 99.0 99.00 99.00 99.00 999 1014.0  12.8 999.0 999.0 99.0 99.00
2017 01 09 09 48 177  1.3 99.0 99.00 99.00 99.00 999 1015.0  12.5 999.0 999.0 99.0 99.00
2017 01 09 10 48 339  2.3 99.0 99.00 99.00 99.00 999 1015.0  12.1 999.0 999.0 99.0 99.00
2017 01 09 11 48 339  2.0 99.0 99.00 99.00 99.00 999 1016.0  11.8 999.0 999.0 99.0 99.00
2017 01 09 12 49   7  0.0 99.0 99.00 99.00 99.00 999 1016.0  12.0 999.0 999.0 99.0 99.00
2017 01 09 13 48 317  1.1 99.0 99.00 99.00 99.00 999 1016.0  11.7 999.0 999.0 99.0 99.00
2017 01 09 14 48 264  0.0 99.0 99.00 99.00 99.00 999 1016.0  10.7 999.0 999.0 99.0 99.00
2017 01 09 15 48 213  0.8 99.0 99.00 99.00 99.00 999 1017.0  10.6 999.0 999.0 99.0 99.00
2017 01 09 16 49 181  1.4 99.0 99.00 99.00 99.00 999 1018.0  11.4 999.0 999.0 99.0 99.00
2017 01 09 17 53 117  1.3 99.0 99.00 99.00 99.00 999 1019.0  12.2 999.0 999.0 99.0 99.00
2017 01 09 18 49 134  3.1 99.0 99.00 99.00 99.00 999 1019.0  12.6 999.0 999.0 99.0 99.00
2017 01 09 19 48 119  3.1 99.0 99.00 99.00 99.00 999 1019.0  12.7 999.0 999.0 99.0 99.00
2017 01 09 20 48 148  3.2 99.0 99.00 99.00 99.00 999 1018.0  13.2 999.0 999.0 99.0 99.00
2017 01 09 21 48  52  0.7 99.0 99.00 99.00 99.00 999 1018.0  12.8 999.0 999.0 99.0 99.00
2017 01 09 22 48 157  5.2 99.0 99.00 99.00 99.00 999 1018.0  12.7 999.0 999.0 99.0 99.00
2017 01 09 23 48 142  0.7 99.0 99.00 99.00 99.00 999 1018.0  12.5 999.0 999.0 99.0 99.00
2017 01 10 00 48 149  3.8 99.0 99.00 99.00 99.00 999 1017.0  11.9 999.0 999.0 99.0 99.00
2017 01 10 01 48 147  3.2 99.0 99.00 99.00 99.00 999 1018.0  11.9 999.0 999.0 99.0 99.00
2017 01 10 02 49 109  4.3 99.0 99.00 99.00 99.00 999 1017.0  11.7 999.0 999.0 99.0 99.00
2017 01 10 03 49  55  1.6 99.0 99.00 99.00 99.00 999 1017.0  12.0 999.0 999.0 99.0 99.00
2017 01 10 04 49 104  4.9 99.0 99.00 99.00 99.00 999 1016.0  12.1 999.0 999.0 99.0 99.00
2017 01 10 05 48 127  4.0 99.0 99.00 99.00 99.00 999 1017.0  12.3 999.0 999.0 99.0 99.00
2017 01 10 06 48 229  5.6 99.0 99.00 99.00 99.00 999 1017.0  12.6 999.0 999.0 99.0 99.00
2017 01 10 07 48 187  5.5 99.0 99.00 99.00 99.00 999 1017.0  12.6 999.0 999.0 99.0 99.00
2017 01 10 08 49 293  1.6 99.0 99.00 99.00 99.00 999 1016.0  12.7 999.0 999.0 99.0 99.00
2017 01 10 09 48 157  1.4 99.0 99.00 99.00 99.00 999 1016.0  12.9 999.0 999.0 99.0 99.00
2017 01 10 10 48  98  3.2 99.0 99.00 99.00 99.00 999 1016.0  12.8 999.0 999.0 99.0 99.00
2017 01 10 11 48 163  3.2 99.0 99.00 99.00 99.00 999 1016.0  12.7 999.0 999.0 99.0 99.00
2017 01 10 12 48 183  3.4 99.0 99.00 99.00 99.00 999 1015.0  11.9 999.0 999.0 99.0 99.00
2017 01 10 13 48 125  2.8 99.0 99.00 99.00 99.00 999 1014.0  12.4 999.0 999.0 99.0 99.00
2017 01 10 14 48 246  1.7 99.0 99.00 99.00 99.00 999 1014.0  12.7 999.0 999.0 99.0 99.00
2017 01 10 15 48 140  4.0 99.0 99.00 99.00 99.00 999 1014.0  13.1 999.0 999.0 99.0 99.00
2017 01 10 16 48 116  7.3 99.0 99.00 99.00 99.00 999 1013.0  12.9 999.0 999.0 99.0 99.00
2017 01 10 17 49 124  9.2 99.0 99.00 99.00 99.00 999 1013.0  13.5 999.0 999.0 99.0 99.00
2017 01 10 18 48 192  6.4 99.0 99.00 99.00 99.00 999 1014.0  13.5 999.0 999.0 99.0 99.00
2017 01 10 19 48 180  3.1 99.0 99.00 99.00 99.00 999 1012.0  13.6 999.0 999.0 99.0 99.00
2017 01 10 20 48 102  6.5 99.0 99.00 99.00 99.00 999 1010.0  13.8 999.0 999.0 99.0 99.00
2017 01 10 21 49 133  8.0 99.0 99.00 99.00 99.00 999 1009.0  13.5 999.0 999.0 99.0 99.00
2017 01 10 22 48 180  7.3 99.0 99.00 99.00 99.00 999 1008.0  13.8 999.0 999.0 99.0 99.00
2017 01 10 23 48 233  4.1 99.0 99.00 99.00 99.00 999 1007.0  14.0 999.0 999.0 99.0 99.00
2017 01 11 00 48 168  8.3 99.0 99.00 99.00 99.00 999 1006.0  14.0 999.0 999.0 99.0 99.00
2017 01 11 01 48 196  5.8 99.0 99.00 99.00 99.00 999 1005.0  13.9 999.0 999.0 99.0 99.00
2017 01 11 02 49 186  3.7 99.0 99.00 99.00 99.00 999 1005.0  13.8 999.0 999.0 99.0 99.00
2017 01 11 03 49 215  0.0 99.0 99.00 99.00 99.00 999 1006.0  11.8 999.0 999.0 99.0 99.00
2017 01 11 04 49  52  2.9 99.0 99.00 99.00 99.00 999 1007.0  12.1 999.0 999.0 99.0 99.00
2017 01 11 05 49 139  2.5 99.0 99.00 99.00 99.00 999 1007.0  12.5 999.0 999.0 99.0 99.00
2017 01 11 06 48 150  6.1 99.0 99.00 99.00 99.00 999 1007.0  13.0 999.0 999.0 99.0 99.00
2017 01 11 07 48  49  2.0 99.0 99.00 99.00 99.00 999 1007.0  12.5 999.0 999.0 99.0 99.00
2017 01 11 08 48 269  4.0 99.0 99.00 99.00 99.00 999 1008.0  12.3 999.0 999.0 99.0 99.00
2017 01 11 09 49  34  2.5 99.0 99.00 99.00 99.00 999 1009.0  12.4 999.0 999.0 99.0 99.00
2017 01 11 10 48   0  2.5 99.0 99.00 99.00 99.00 999 1009.0  12.5 999.0 999.0 99.0 99.00
2017 01 11 11 48 325  4.3 99.0 99.00 99.00 99.00 999 1010.0  11.9 999.0 999.0 99.0 99.00
2017 01 11 12 49  78  0.8 99.0 99.00 99.00 99.00 999 1010.0  12.0 999.0 999.0 99.0 99.00
2017 01 11 13 48 290  2.3 99.0 99.00 99.00 99.00 999 1010.0  10.0 999.0 999.0 99.0 99.00
2017 01 11 14 49 217  2.6 99.0 99.00 99.00 99.00 999 1011.0  10.0 999.0 999.0 99.0 99.00
2017 01 11 15 48 176  0.4 99.0 99.00 99.00 99.00 999 1012.0   9.9 999.0 999.0 99.0 99.00
2017 01 11 16 48 221  3.2 99.0 99.00 99.00 99.00 999 1013.0  11.7 999.0 999.0 99.0 99.00
2017 01 11 17 49 327  3.1 99.0 99.00 99.00 99.00 999 1014.0  12.2 999.0 999.0 99.0 99.00
2017 01 11 18 48   7  0.0 99.0 99.00 99.00 99.00 999 1015.0  11.4 999.0 999.0 99.0 99.00
2017 01 11 19 48   5  2.6 99.0 99.00 99.00 99.00 999 1015.0  11.7 999.0 999.0 99.0 99.00
2017 01 11 20 48  50  0.8 99.0 99.00 99.00 99.00 999 1014.0  12.2 999.0 999.0 99.0 99.00
2017 01 11 21 48 269  1.6 99.0 99.00 99.00 99.00 999 1014.0  11.7 999.0 999.0 99.0 99.00
2017 01 11 22 48 322  0.0 99.0 99.00 99.00 99.00 999 1014.0  11.2 999.0 999.0 99.0 99.00
2017 01 11 23 48 211  2.2 99.0 99.00 99.00 99.00 999 1014.0  10.7 999.0 999.0 99.0 99.00
2017 01 12 00 48 283  0.0 99.0 99.00 99.00 99.00 999 1014.0   9.8 999.0 999.0 99.0 99.00
2017 01 12 01 48 301  1.6 99.0 99.00 99.00 99.00 999 1014.0   9.3 999.0 999.0 99.0 99.00
2017 01 12 02 48 254  0.0 99.0 99.00 99.00 99.00 999 1014.0   9.3 999.0 999.0 99.0 99.00
2017 01 12 03 48 301  0.4 99.0 99.00 99.00 99.00 999 1014.0   8.1 999.0 999.0 99.0 99.00
2017 01 12 04 48 197  0.0 99.0 99.00 99.00 99.00 999 1013.0   8.2 999.0 999.0 99.0 99.00
